candidate_id,identity_key,name_en_candidate,vendor_body_tags,body_part_candidates_ko,equipment_candidates,recording_type_candidates,source_count,male_count,female_count,duplicate_review_group_id,duplicate_review_key,default_male_media_id_candidate,default_female_media_id_candidate,media_pairing_status,name_ko,primary_muscles_ko,secondary_muscles_ko,movement_pattern,posture_context,catalog_status,qa_status
gvc_9fd0209ce187,high knee squat version 2,High Knee Squat (version 2),Plyometrics,,,,1,1,0,gvr_4554b77b50df,high knee squat,gv_m_7ae84061f9,,male_only,,,,,,review,auto_candidate
gvc_9fd0219ce187,high knee squat version 3,High Knee Squat (version 3),Plyometrics,,,,2,1,1,gvr_4554b77b50df,high knee squat,gv_m_748c493b62,gv_f_1d20a5a056,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_4b202cb37ee9,high knee star tap,High Knee Star Tap,Plyometrics,,,,1,1,0,gvr_4b202cb37ee9,high knee star tap,gv_m_ac1e5c391d,,male_only,,,,,,review,auto_candidate
gvc_308243fd116c,high knee tap,High Knee Tap,Plyometrics,,,,2,1,1,gvr_308243fd116c,high knee tap,gv_m_aabeff6e49,gv_f_b127ab5ac3,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_6cc9618075a6,high knee to butt kick,High Knee To Butt Kick,Cardio,,,,2,1,1,gvr_6cc9618075a6,high knee to butt kick,gv_m_6298abf37f,gv_f_ada0176c96,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_c4b5739095a5,high knee twist version 2,High Knee Twist (version 2),Plyometrics,,,,1,0,1,gvr_10721581602c,high knee twist,,gv_f_787ddc4a61,female_only,,,,,,review,auto_candidate
gvc_818cfa7a25a8,high lunge,High Lunge,Stretching,,,,2,1,1,gvr_818cfa7a25a8,high lunge,gv_m_b0f462c1fb,gv_f_7f45d3a4e9,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_11b5ab8c02ba,high lunge to hamstring stretch,High Lunge To Hamstring Stretch,Stretching,,,,1,0,1,gvr_11b5ab8c02ba,high lunge to hamstring stretch,,gv_f_8aa465785c,female_only,,,,,,review,auto_candidate
gvc_4c76f744ac6f,high lunge to warrior i pose,High Lunge To Warrior I Pose,Stretching,,,,1,0,1,gvr_4c76f744ac6f,high lunge to warrior i pose,,gv_f_8a8eb09986,female_only,,,,,,review,auto_candidate
gvc_50595cb2e38e,high plank hip tap,High Plank Hip Tap,Waist,코어,,duration,1,1,0,gvr_50595cb2e38e,high plank hip tap,gv_m_430ebbf14f,,male_only,,,,,,review,auto_candidate
gvc_c405d7dbf83b,high plank knee drop,High Plank Knee Drop,Waist,코어,,duration,1,0,1,gvr_c405d7dbf83b,high plank knee drop,,gv_f_61c8adc417,female_only,,,,,,review,auto_candidate
gvc_18b6f79394fb,high plank shoulder tap,High Plank Shoulder Tap,Waist,코어,,duration,1,1,0,gvr_18b6f79394fb,high plank shoulder tap,gv_m_ed536ca1af,,male_only,,,,,,review,auto_candidate
gvc_c89b82270ade,hindu squat,Hindu Squat,Thighs,하체,,,1,1,0,gvr_c89b82270ade,hindu squat,gv_m_0e0d800400,,male_only,,,,,,review,auto_candidate
gvc_ab9a390c4afc,hip abduction,Hip Abduction,,,,,2,2,0,gvr_ab9a390c4afc,hip abduction,,,male_only,,,,,,review,auto_candidate
gvc_f2b4e45776a6,hip adduction,Hip Adduction,,,,,1,1,0,gvr_f2b4e45776a6,hip adduction,gv_m_0cf27ba000,,male_only,,,,,,review,auto_candidate
gvc_fbadf81be729,hip circle rotation,Hip Circle Rotation,Hips,하체,,,1,0,1,gvr_fbadf81be729,hip circle rotation,,gv_f_b1c597ab83,female_only,,,,,,review,auto_candidate
gvc_e4282d9decd7,hip circle with hula hoop,Hip Circle With Hula Hoop,Waist,코어,,,1,1,0,gvr_e4282d9decd7,hip circle with hula hoop,gv_m_67f04ee102,,male_only,,,,,,review,auto_candidate
gvc_8458dd46f7a2,hip circles stretch,Hip Circles Stretch,Hips,하체,,duration,3,2,1,gvr_8458dd46f7a2,hip circles stretch,,gv_f_43205cf34d,paired_multi_variant_review,,,,,,review,auto_candidate
gvc_bfe52fc9990c,hip clam version 2,Hip Clam (version 2),Hips,하체,,,1,0,1,gvr_efea16f6ae10,hip clam,,gv_f_943e3f7413,female_only,,,,,,review,auto_candidate
gvc_be26d0a42436,hip clam shell,Hip Clam Shell,Hips,하체,,,1,1,0,gvr_be26d0a42436,hip clam shell,gv_m_aaaf3107f4,,male_only,,,,,,review,auto_candidate
gvc_df77a921e73c,hip crunch,Hip Crunch,Waist,코어,,reps,1,0,1,gvr_df77a921e73c,hip crunch,,gv_f_2fd402f0f8,female_only,,,,,,review,auto_candidate
gvc_76ee284cf6ad,hip extension stretch,Hip Extension Stretch,Hips,하체,,duration,2,1,1,gvr_76ee284cf6ad,hip extension stretch,gv_m_415acae170,gv_f_d3cda98475,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_bbd543fe150b,hip external rotator stretch,Hip External Rotator Stretch,Hips,하체,,duration,1,0,1,gvr_bbd543fe150b,hip external rotator stretch,,gv_f_b20f18c150,female_only,,,,,,review,auto_candidate
gvc_8f8779879fcb,hip flexion,Hip Flexion,,,,,1,1,0,gvr_8f8779879fcb,hip flexion,gv_m_8e07130f6f,,male_only,,,,,,review,auto_candidate
gvc_a686a0b4ee4c,hip flexor stretch rear foot elevated,Hip Flexor Stretch Rear Foot Elevated,Hips,하체,,duration,2,1,1,gvr_a686a0b4ee4c,hip flexor stretch rear foot elevated,gv_m_b8497df1ca,gv_f_404ed811e1,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_5027b6710655,hip flexor stretch with chair,Hip Flexor Stretch With Chair,Hips,하체,,duration,1,0,1,gvr_5027b6710655,hip flexor stretch with chair,,gv_f_3959b0443e,female_only,,,,,,review,auto_candidate
gvc_accceec237b6,hip lateral rotation external rotation,Hip Lateral Rotation (external Rotation),,,,,1,1,0,gvr_accceec237b6,hip lateral rotation external rotation,gv_m_598fad1f6e,,male_only,,,,,,review,auto_candidate
gvc_7189ad7adbdd,hip lunge,Hip Lunge,Hips,하체,,reps,1,1,0,gvr_7189ad7adbdd,hip lunge,gv_m_ecc56122aa,,male_only,,,,,,review,auto_candidate
gvc_8146efd977eb,hip medial rotation internal rotation,Hip Medial Rotation (internal Rotation),,,,,1,1,0,gvr_8146efd977eb,hip medial rotation internal rotation,gv_m_8673a1c059,,male_only,,,,,,review,auto_candidate
gvc_b5a3da53cfba,hip raise bent knee,Hip Raise (bent Knee),Waist,코어,,,2,1,1,gvr_b5a3da53cfba,hip raise bent knee,gv_m_db26fc1ead,gv_f_1c8f0002e6,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_2597ba8f3b00,hip raise bent knee version 2,Hip Raise (bent Knee) (version 2),Waist,코어,,,1,0,1,gvr_b5a3da53cfba,hip raise bent knee,,gv_f_400c2aa017,female_only,,,,,,review,auto_candidate
gvc_4ae3b82ce207,hip raise bridge,Hip Raise Bridge,Waist,코어,,,1,0,1,gvr_4ae3b82ce207,hip raise bridge,,gv_f_1333fba768,female_only,,,,,,review,auto_candidate
gvc_bc016846c4fa,hip roll plank,Hip Roll Plank,Waist,코어,,duration,2,1,1,gvr_bc016846c4fa,hip roll plank,gv_m_5f85e2b466,gv_f_de3fc698a6,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_4d555ddff38b,hip squat,Hip Squat,Hips,하체,,,1,1,0,gvr_4d555ddff38b,hip squat,gv_m_cf70e3416d,,male_only,,,,,,review,auto_candidate
gvc_b9c3bdd1dc05,hip swirls,Hip Swirls,Hips,하체,,,2,1,1,gvr_b9c3bdd1dc05,hip swirls,gv_m_2ed03c2b4a,gv_f_2b2b5da0a0,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_1037dedef7ff,hip thrust side step,Hip Thrust Side Step,Hips,하체,,,1,0,1,gvr_1037dedef7ff,hip thrust side step,,gv_f_704ac608c5,female_only,,,,,,review,auto_candidate
gvc_c939f535d54d,hip thrusts,Hip Thrusts,Hips,하체,,,2,1,1,gvr_c939f535d54d,hip thrusts,gv_m_609b45f06a,gv_f_50db04a7f4,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_3a85cfb876ae,hip twist supported arms,Hip Twist Supported Arms,Pilates,,,,1,0,1,gvr_3a85cfb876ae,hip twist supported arms,,gv_f_820812fe98,female_only,,,,,,review,auto_candidate
gvc_7b22b0e49517,holding squat,Holding Squat,Thighs,하체,,,1,1,0,gvr_7b22b0e49517,holding squat,gv_m_e98d668a6b,,male_only,,,,,,review,auto_candidate
gvc_d9cf371783f2,hollow body 45 degrees,Hollow Body 45 Degrees,Waist,코어,,,1,1,0,gvr_d9cf371783f2,hollow body 45 degrees,gv_m_1c7bf4b3c8,,male_only,,,,,,review,auto_candidate
gvc_0d5d4f53ea49,hollow body hover,Hollow Body Hover,Waist,코어,,,1,1,0,gvr_0d5d4f53ea49,hollow body hover,gv_m_58c673101a,,male_only,,,,,,review,auto_candidate
gvc_3fece5ba36f8,hollow body tuck,Hollow Body Tuck,Waist,코어,,,1,1,0,gvr_3fece5ba36f8,hollow body tuck,gv_m_c20d90dc98,,male_only,,,,,,review,auto_candidate
gvc_e84192b27520,hollow hold,Hollow Hold,Waist,코어,,,2,1,1,gvr_e84192b27520,hollow hold,gv_m_b0c62eacc1,gv_f_014bb51208,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_8508775f02bd,hollow rock,Hollow Rock,Waist,코어,,,1,1,0,gvr_8508775f02bd,hollow rock,gv_m_9d9badecfe,,male_only,,,,,,review,auto_candidate
gvc_3a66deed977e,hook kick kickboxing with boxing bag,Hook Kick Kickboxing (with Boxing Bag),Plyometrics,,,,1,1,0,gvr_3a66deed977e,hook kick kickboxing with boxing bag,gv_m_b96d6b658a,,male_only,,,,,,review,auto_candidate
gvc_4d05d298186d,hop toe tap,Hop Toe Tap,Plyometrics,,,,1,1,0,gvr_4d05d298186d,hop toe tap,gv_m_b797e0885c,,male_only,,,,,,review,auto_candidate
gvc_6ee0653ced1a,hopping knee drive,Hopping Knee Drive,Plyometrics,,,,1,1,0,gvr_6ee0653ced1a,hopping knee drive,gv_m_65a61244d3,,male_only,,,,,,review,auto_candidate
gvc_06c08ceff672,hopping pendulum,Hopping Pendulum,Plyometrics,,,,1,1,0,gvr_06c08ceff672,hopping pendulum,gv_m_baf66555b4,,male_only,,,,,,review,auto_candidate
gvc_b63bf0483a8e,horse stance squat,Horse Stance Squat,Hips,하체,,,1,1,0,gvr_b63bf0483a8e,horse stance squat,gv_m_fdf9d7b924,,male_only,,,,,,review,auto_candidate
gvc_6ca4772e23f5,hundred,Hundred,Pilates,,,,2,1,1,gvr_6ca4772e23f5,hundred,gv_m_e4fdb41aa9,gv_f_798794da1a,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_38823f7f230f,hurdle hops,Hurdle Hops,Plyometrics,,,,1,0,1,gvr_38823f7f230f,hurdle hops,,gv_f_09e635ffec,female_only,,,,,,review,auto_candidate
gvc_20ef95dfab34,hyght dumbbell fly,Hyght Dumbbell Fly,Chest,가슴,Dumbbell,weight_reps,2,1,1,gvr_20ef95dfab34,hyght dumbbell fly,gv_m_379d584906,gv_f_863b2fa568,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_5a0bdcf162d1,hyperextension,Hyperextension,Hips,하체,,,1,1,0,gvr_5a0bdcf162d1,hyperextension,gv_m_f2d7c46128,,male_only,,,,,,review,auto_candidate
gvc_fa5643a834f0,hyperextension version 2,Hyperextension (version 2),Hips,하체,,,2,1,1,gvr_5a0bdcf162d1,hyperextension,gv_m_dc1138b68f,gv_f_28abac69b5,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_0ceacb77365b,ifbb pose,Ifbb Pose,,,,duration,1,0,1,gvr_0ceacb77365b,ifbb pose,,gv_f_98924de867,female_only,,,,,,review,auto_candidate
gvc_3a21e545cc4c,in and out squat,In And Out Squat,Plyometrics,,,,1,1,0,gvr_3a21e545cc4c,in and out squat,gv_m_7a60bb3c6c,,male_only,,,,,,review,auto_candidate
gvc_774beb0c3729,inchworm,Inchworm,Waist,코어,,,2,1,1,gvr_774beb0c3729,inchworm,gv_m_4b7e5bbc74,gv_f_1a7c7918da,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_69f7a6e68a8e,inchworm version 3,Inchworm (version 3),Waist,코어,,,1,1,0,gvr_774beb0c3729,inchworm,gv_m_e28b2ec931,,male_only,,,,,,review,auto_candidate
gvc_a56632b0f734,inchworm and mountain climbers,Inchworm And Mountain Climbers,Plyometrics,,,,2,1,1,gvr_a56632b0f734,inchworm and mountain climbers,gv_m_54c085a0e2,gv_f_5608dae77c,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_0e71f0e43153,inchworm and plank leg lift,Inchworm And Plank Leg Lift,Plyometrics,,,,1,1,0,gvr_0e71f0e43153,inchworm and plank leg lift,gv_m_8c5250c6b3,,male_only,,,,,,review,auto_candidate
gvc_8d17e55f870a,inchworm front arm tap,Inchworm Front Arm Tap,Plyometrics,,,,1,1,0,gvr_8d17e55f870a,inchworm front arm tap,gv_m_d9034c53db,,male_only,,,,,,review,auto_candidate
gvc_c0328c94ffbf,inchworm to cobra,Inchworm To Cobra,Waist,코어,,,1,1,0,gvr_c0328c94ffbf,inchworm to cobra,gv_m_3da83f6c4f,,male_only,,,,,,review,auto_candidate
gvc_00b864500693,incline close grip push up,Incline Close Grip Push Up,Upper-Arms,팔,,reps,1,1,0,gvr_00b864500693,incline close grip push up,gv_m_2616afd11c,,male_only,,,,,,review,auto_candidate
gvc_ade38c525025,incline close grip push up with chair,Incline Close Grip Push Up With Chair,Upper-Arms,팔,,reps,1,1,0,gvr_ade38c525025,incline close grip push up with chair,gv_m_d8689887a1,,male_only,,,,,,review,auto_candidate
gvc_bd9b82aba307,incline elbow plank,Incline Elbow Plank,Waist,코어,,duration,1,1,0,gvr_bd9b82aba307,incline elbow plank,gv_m_5a8ed0c46a,,male_only,,,,,,review,auto_candidate
gvc_9294b53f07f7,incline finger press,Incline Finger Press,Forearms,팔,,,1,1,0,gvr_9294b53f07f7,incline finger press,gv_m_379355e982,,male_only,,,,,,review,auto_candidate
gvc_507236cd6b8e,incline hip raise,Incline Hip Raise,Waist,코어,,,1,1,0,gvr_507236cd6b8e,incline hip raise,gv_m_50b810ab47,,male_only,,,,,,review,auto_candidate
gvc_b11769deb75c,incline leg hip raise leg straight,Incline Leg Hip Raise (leg Straight),Waist,코어,,,2,1,1,gvr_b11769deb75c,incline leg hip raise leg straight,gv_m_d212b61bfe,gv_f_1b59975985,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_7b196f8522c3,incline mountain climber on stepbox,Incline Mountain Climber On Stepbox,Waist,코어,,reps,1,1,0,gvr_7b196f8522c3,incline mountain climber on stepbox,gv_m_6f2cdbf4c2,,male_only,,,,,,review,auto_candidate
gvc_aefdcac1f76d,incline pigeon stretch,Incline Pigeon Stretch,Stretching,,,,1,1,0,gvr_aefdcac1f76d,incline pigeon stretch,gv_m_dcad7015f7,,male_only,,,,,,review,auto_candidate
gvc_7d1bc3ff8df9,incline plyo push up,Incline Plyo Push Up,Chest,가슴,,reps,1,1,0,gvr_7d1bc3ff8df9,incline plyo push up,gv_m_87eaaee8ce,,male_only,,,,,,review,auto_candidate
gvc_a342ced0d108,incline push press,Incline Push Press,Chest,가슴,,,1,0,1,gvr_a342ced0d108,incline push press,,gv_f_b586ad7746,female_only,,,,,,review,auto_candidate
gvc_3de5e73af257,incline push up,Incline Push Up,Chest,가슴,,reps,1,1,0,gvr_3de5e73af257,incline push up,gv_m_d4c5df35da,,male_only,,,,,,review,auto_candidate
gvc_4f7ba73330ba,incline push up on box,Incline Push Up (on Box),,,,reps,1,1,0,gvr_4f7ba73330ba,incline push up on box,gv_m_1ba308a5c8,,male_only,,,,,,review,auto_candidate
gvc_5fc5cb556ee1,incline push up on a smith bar,Incline Push Up On A Smith Bar,Chest,가슴,Smith Machine,weight_reps,1,1,0,gvr_5fc5cb556ee1,incline push up on a smith bar,gv_m_583b3a846b,,male_only,,,,,,review,auto_candidate
gvc_32174cb164a6,incline push up with chair,Incline Push Up With Chair,Chest,가슴,,reps,1,1,0,gvr_32174cb164a6,incline push up with chair,gv_m_7bdd423ee1,,male_only,,,,,,review,auto_candidate
gvc_7f65abc273f3,incline reverse hyperextension,Incline Reverse Hyperextension,Hips,하체,,,1,1,0,gvr_7f65abc273f3,incline reverse hyperextension,gv_m_cdf57b9d7b,,male_only,,,,,,review,auto_candidate
gvc_325fbeccf0ca,incline reverse push up,Incline Reverse Push Up,Upper-Arms,팔,,reps,1,1,0,gvr_325fbeccf0ca,incline reverse push up,gv_m_0ae1ea66b7,,male_only,,,,,,review,auto_candidate
gvc_a3019319da7b,incline shoulder tap,Incline Shoulder Tap,,,,,1,1,0,gvr_a3019319da7b,incline shoulder tap,gv_m_ed9381710e,,male_only,,,,,,review,auto_candidate
gvc_c621cfbd3390,incline svend press,Incline Svend Press,Upper-Arms,팔,,,1,1,0,gvr_c621cfbd3390,incline svend press,gv_m_02fc5d2b33,,male_only,,,,,,review,auto_candidate
gvc_8b3be6f08ec9,incline twisting sit up,Incline Twisting Sit Up,Waist,코어,,reps,1,1,0,gvr_8b3be6f08ec9,incline twisting sit up,gv_m_8982b496a7,,male_only,,,,,,review,auto_candidate
gvc_ee4d86d8e20f,incline twisting sit up version 2,Incline Twisting Sit Up (version 2),Waist,코어,,reps,2,1,1,gvr_8b3be6f08ec9,incline twisting sit up,gv_m_4149cf4779,gv_f_0b3a54febb,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_066919d0d158,inner thigh tap to chest open,Inner Thigh Tap To Chest Open,Plyometrics,,,,1,0,1,gvr_066919d0d158,inner thigh tap to chest open,,gv_f_9b113d15b1,female_only,,,,,,review,auto_candidate
gvc_f6d74f297952,inner thighs pulse,Inner Thighs Pulse,Hips,하체,,,1,1,0,gvr_f6d74f297952,inner thighs pulse,gv_m_bd242053fd,,male_only,,,,,,review,auto_candidate
gvc_ce452a90f46e,inner wrist curl,Inner Wrist Curl,Forearms,팔,,,1,1,0,gvr_ce452a90f46e,inner wrist curl,gv_m_f3c0da5f02,,male_only,,,,,,review,auto_candidate
gvc_a9c9625b7608,interlock fist circle draw,Interlock Fist Circle Draw,Shoulders,어깨,,,1,1,0,gvr_a9c9625b7608,interlock fist circle draw,gv_m_2f6e68e2c4,,male_only,,,,,,review,auto_candidate
gvc_4aa5b635b2d3,intermediate hip flexor and quad stretch,Intermediate Hip Flexor And Quad Stretch,Thighs,하체,,duration,2,1,1,gvr_4aa5b635b2d3,intermediate hip flexor and quad stretch,gv_m_b2823479e2,gv_f_d2ecdea414,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_013fe94efc97,internal and external shoulder rotation against wa,Internal And External Shoulder Rotation Against Wa,,,,,1,0,1,gvr_013fe94efc97,internal and external shoulder rotation against wa,,gv_f_b14831d563,female_only,,,,,,review,auto_candidate
gvc_42903136ce77,inverse leg curl on pull up cable machine,Inverse Leg Curl (on Pull Up Cable Machine),Thighs,하체,Cable,weight_reps,1,1,0,gvr_42903136ce77,inverse leg curl on pull up cable machine,gv_m_a7e372dd08,,male_only,,,,,,review,auto_candidate
gvc_37d9880df5d8,inverse leg curl with bench pads,Inverse Leg Curl With Bench Pads,Thighs,하체,,,2,1,1,gvr_37d9880df5d8,inverse leg curl with bench pads,gv_m_90f8da41b6,gv_f_f496e866d8,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_46f21663da01,inverted chin curl with bent knee between chairs,Inverted Chin Curl With Bent Knee Between Chairs (,Upper-Arms,팔,,,2,1,1,gvr_46f21663da01,inverted chin curl with bent knee between chairs,gv_m_825af2a482,gv_f_a0b333514c,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_19c11c1bc91e,inverted row,Inverted Row,Back,등,,,2,1,1,gvr_19c11c1bc91e,inverted row,gv_m_c5df6381e1,gv_f_0adad307df,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_2e2ff6fa4e0e,inverted row bent knees,Inverted Row Bent Knees,Back,등,,,2,1,1,gvr_2e2ff6fa4e0e,inverted row bent knees,gv_m_4651622786,gv_f_abdc14c999,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_fb36d5b87158,inverted row between chairs,Inverted Row Between Chairs,Back,등,,,2,1,1,gvr_fb36d5b87158,inverted row between chairs,gv_m_56d39011c0,gv_f_53e8bf6a54,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_18d19df1adc5,inverted row on bench,Inverted Row On Bench,Back,등,,,1,1,0,gvr_18d19df1adc5,inverted row on bench,gv_m_06f2bc29a5,,male_only,,,,,,review,auto_candidate
gvc_ff4f7cc18d06,inverted row under table,Inverted Row Under Table,Back,등,,,2,1,1,gvr_ff4f7cc18d06,inverted row under table,gv_m_65393b53db,gv_f_cf9e20a8e5,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_1348ff8b3c90,inverted row with bent knee between chairs,Inverted Row With Bent Knee Between Chairs,Back,등,,,1,1,0,gvr_1348ff8b3c90,inverted row with bent knee between chairs,gv_m_42d0e85b4b,,male_only,,,,,,review,auto_candidate
gvc_a5d708f5b857,inverted row with straps,Inverted Row With Straps,Back,등,,,2,1,1,gvr_a5d708f5b857,inverted row with straps,gv_m_e8862dbcb1,gv_f_4e0b70689b,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_96fe92c4c44c,invisible chair pose,Invisible Chair Pose,Thighs,하체,,duration,1,1,0,gvr_96fe92c4c44c,invisible chair pose,gv_m_8461811f6e,,male_only,,,,,,review,auto_candidate
gvc_7e3bf9210e75,iron cross stretch,Iron Cross Stretch,Hips,하체,,duration,2,1,1,gvr_7e3bf9210e75,iron cross stretch,gv_m_230fb2a7f4,gv_f_5683293c24,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_fe0e848e6128,isometric hip flexion and glute stretch s,Isometric Hip Flexion And Glute Stretch S,,,,duration,1,0,1,gvr_fe0e848e6128,isometric hip flexion and glute stretch s,,gv_f_92164bab9f,female_only,,,,,,review,auto_candidate
gvc_2bc942a104c9,isometric hold close grip chin up,Isometric Hold Close Grip Chin Up,Back,등,,duration,1,0,1,gvr_2bc942a104c9,isometric hold close grip chin up,,gv_f_fa30382044,female_only,,,,,,review,auto_candidate
gvc_e2d21716ee7e,isometric hold push up,Isometric Hold Push Up,Chest,가슴,,duration,1,0,1,gvr_e2d21716ee7e,isometric hold push up,,gv_f_47cf529735,female_only,,,,,,review,auto_candidate
gvc_6c6718ed2995,isometric hold wide hand push up,Isometric Hold Wide Hand Push Up,Chest,가슴,,duration,1,0,1,gvr_6c6718ed2995,isometric hold wide hand push up,,gv_f_435cc9ae9d,female_only,,,,,,review,auto_candidate
gvc_dd9ef23a1cf7,isometric mid thighs pull,Isometric Mid Thighs Pull,Thighs,하체,,,1,1,0,gvr_dd9ef23a1cf7,isometric mid thighs pull,gv_m_2809776b7b,,male_only,,,,,,review,auto_candidate
gvc_5f6414bca79c,isometric wipers,Isometric Wipers,Chest,가슴,,,1,1,0,gvr_5f6414bca79c,isometric wipers,gv_m_89440800a8,,male_only,,,,,,review,auto_candidate
gvc_1e98f93c385e,jab crosses,Jab Crosses,,,,,1,1,0,gvr_1e98f93c385e,jab crosses,gv_m_4a257ac3e5,,male_only,,,,,,review,auto_candidate
gvc_d2fc3bcf69f0,jab jab right cross,Jab Jab Right Cross,Plyometrics,,,,1,1,0,gvr_d2fc3bcf69f0,jab jab right cross,gv_m_e90cd0fa4f,,male_only,,,,,,review,auto_candidate
gvc_5c6fe014b68a,jack burpee,Jack Burpee,Cardio,,,,1,1,0,gvr_5c6fe014b68a,jack burpee,gv_m_ef7821524c,,male_only,,,,,,review,auto_candidate
gvc_0ba701eefcfd,jack jump,Jack Jump,Plyometrics,,,,1,1,0,gvr_0ba701eefcfd,jack jump,gv_m_693bd8649e,,male_only,,,,,,review,auto_candidate
gvc_b03ec7c41c35,jack knife floor,Jack Knife Floor,Waist,코어,,,1,0,1,gvr_b03ec7c41c35,jack knife floor,,gv_f_1890f7a46f,female_only,,,,,,review,auto_candidate
gvc_636b09529d99,jack split crunches,Jack Split Crunches,Waist,코어,,,1,0,1,gvr_636b09529d99,jack split crunches,,gv_f_ec933a320d,female_only,,,,,,review,auto_candidate
gvc_a36d43bf6424,jack step,Jack Step,Plyometrics,,,,2,1,1,gvr_a36d43bf6424,jack step,gv_m_7276604b1c,gv_f_bc35ae06bb,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_0fed407a559f,jackknife,Jackknife,Pilates,,,,2,1,1,gvr_0fed407a559f,jackknife,gv_m_c1b5689533,gv_f_2d30da2b32,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_2408a4c51358,jackknife donkey squat,Jackknife (donkey) Squat,Hips,하체,,,1,1,0,gvr_2408a4c51358,jackknife donkey squat,gv_m_7b372e06ee,,male_only,,,,,,review,auto_candidate
gvc_8a461a0853d9,janda sit up,Janda Sit Up,Waist,코어,,reps,1,0,1,gvr_8a461a0853d9,janda sit up,,gv_f_02be6b99f1,female_only,,,,,,review,auto_candidate
gvc_88dd3d047955,jaw stretch,Jaw Stretch,Face,기타,,duration,1,1,0,gvr_88dd3d047955,jaw stretch,gv_m_1858d2facd,,male_only,,,,,,review,auto_candidate
gvc_503e26556e5d,jog and drop,Jog And Drop,Plyometrics,,,,1,1,0,gvr_503e26556e5d,jog and drop,gv_m_3cd58400aa,,male_only,,,,,,review,auto_candidate
gvc_9e24c74b1ace,jump box,Jump Box,Plyometrics,,,,4,2,2,gvr_9e24c74b1ace,jump box,,,paired_multi_variant_review,,,,,,review,auto_candidate
gvc_9a103573b24b,jump box over,Jump Box Over,Plyometrics,,,,1,1,0,gvr_9a103573b24b,jump box over,gv_m_8cc66a8968,,male_only,,,,,,review,auto_candidate
gvc_9c061269ccf1,jump on fit box,Jump On Fit Box,Plyometrics,,,,1,1,0,gvr_9c061269ccf1,jump on fit box,gv_m_689b7d6faf,,male_only,,,,,,review,auto_candidate
gvc_f009fe0109cb,jump pistol squat box,Jump Pistol Squat Box,Plyometrics,,,,1,1,0,gvr_f009fe0109cb,jump pistol squat box,gv_m_dfdf8f9113,,male_only,,,,,,review,auto_candidate
gvc_d918c11b9b18,jump rope,Jump Rope,Cardio,,Rope,,2,1,1,gvr_d918c11b9b18,jump rope,gv_m_376dfa3bc4,gv_f_8265b51d9f,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_7312a70e9a8f,jump shrug,Jump Shrug,Thighs,하체,,,1,1,0,gvr_7312a70e9a8f,jump shrug,gv_m_e62ec7cb0c,,male_only,,,,,,review,auto_candidate
gvc_8b16d4e43968,jump skip rope,Jump Skip Rope,Plyometrics,,Rope,,1,1,0,gvr_8b16d4e43968,jump skip rope,gv_m_a6a61356d1,,male_only,,,,,,review,auto_candidate
gvc_50a5dcd8e11e,jump split,Jump Split,Plyometrics,,,,2,1,1,gvr_50a5dcd8e11e,jump split,gv_m_9cd4c80ef1,gv_f_7eea01609e,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_d8a0cddee5c4,jump squat,Jump Squat,Thighs,하체,,,2,1,1,gvr_d8a0cddee5c4,jump squat,gv_m_67a1e81e3a,gv_f_a8d553a58b,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_d87844fae5c7,jump squat ii,Jump Squat Ii,Thighs,하체,,,1,1,0,gvr_d87844fae5c7,jump squat ii,gv_m_5045593f68,,male_only,,,,,,review,auto_candidate
gvc_25550c865113,jump step jump,Jump Step Jump,Plyometrics,,,,1,1,0,gvr_25550c865113,jump step jump,gv_m_e2b7a4ce91,,male_only,,,,,,review,auto_candidate
